name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,month,successful,condition_1,genre_encoded,company_encoded,director_encoded,writer_encoded,star_encoded,country_encoded,month_converted,season,runtime_range,rating_converted,profit,director_score,company_score,genre_score,star_score,writer_score
The Princess and the Frog,G,Animation,2009,"December 11, 2009 (United States)",7.1,130000.0,Ron Clements,Ron Clements,Anika Noni Rose,United States,105000000.0,267045765.0,Walt Disney Animation Studios,97.0,December,1,True,2,2314,2430,3726,137,55,12,Winter,Medium,G,162045765.0,5,5,5,5,5
Terminator Salvation,PG-13,Action,2009,"May 21, 2009 (United States)",6.5,348000.0,McG,John Brancato,Christian Bale,United States,200000000.0,371353001.0,The Halcyon Company,115.0,May,0,False,0,2180,1868,2087,442,55,5,Winter,Medium,PG-13,171353001.0,5,5,5,5,5
Coraline,PG,Animation,2009,"February 6, 2009 (United States)",7.7,204000.0,Henry Selick,Henry Selick,Dakota Fanning,United States,60000000.0,124596837.0,Focus Features,100.0,February,1,True,2,1089,1070,1638,525,55,2,Winter,Medium,PG,64596837.0,5,5,5,5,5
Moon,R,Drama,2009,"July 10, 2009 (United States)",7.8,342000.0,Duncan Jones,Duncan Jones,Sam Rockwell,United Kingdom,5000000.0,9760107.0,Sony Pictures Classics,97.0,July,0,False,6,2101,770,1179,2329,54,7,Winter,Medium,R,4760107.0,5,1,5,5,1
"I Love You, Man",R,Comedy,2009,"March 20, 2009 (United States)",7.0,197000.0,John Hamburg,John Hamburg,Paul Rudd,United States,40000000.0,91980359.0,Dreamworks Pictures,105.0,March,1,True,4,888,1397,2135,2091,55,3,Winter,Medium,R,51980359.0,5,5,5,5,5
Public Enemies,R,Biography,2009,"July 1, 2009 (United States)",7.0,287000.0,Michael Mann,Ronan Bennett,Christian Bale,United States,100000000.0,214104620.0,Universal Pictures,140.0,July,1,True,3,2279,1920,3747,442,55,7,Winter,Long,R,114104620.0,5,5,5,5,5
The Human Centipede (First Sequence),R,Horror,2009,"April 28, 2010 (United States)",4.4,75000.0,Tom Six,Tom Six,Dieter Laser,Netherlands,0.0,325113.0,Six Entertainment,92.0,April,1,True,10,2080,2796,4290,658,33,4,Winter,Medium,R,325113.0,1,1,5,1,1
Law Abiding Citizen,R,Action,2009,"October 16, 2009 (United States)",7.4,279000.0,F. Gary Gray,Kurt Wimmer,Gerard Butler,United States,50000000.0,127944208.0,G-BASE,109.0,October,1,True,0,1130,835,2500,896,55,10,Winter,Medium,R,77944208.0,5,5,5,5,5
The Proposal,PG-13,Comedy,2009,"June 19, 2009 (United States)",6.7,303000.0,Anne Fletcher,Peter Chiarelli,Sandra Bullock,United States,40000000.0,317375031.0,Touchstone Pictures,108.0,June,1,True,4,2230,151,3361,2345,55,6,Winter,Medium,PG-13,277375031.0,5,5,5,5,5
Mr. Nobody,R,Drama,2009,"September 26, 2013 (United States)",7.8,222000.0,Jaco Van Dormael,Jaco Van Dormael,Jared Leto,Belgium,47000000.0,3559160.0,Pan Européenne,141.0,September,0,False,6,1795,1136,1761,1119,4,9,Winter,Long,R,-43440840.0,0,0,5,1,0
Enter the Void,Not Rated,Drama,2009,"May 5, 2010 (France)",7.3,74000.0,Gaspar Noé,Gaspar Noé,Nathaniel Brown,France,16000000.0,775385.0,Fidélité Films,161.0,May,0,False,6,1026,936,1437,1971,14,5,Winter,Long,Unkown,-15224615.0,0,0,5,0,0
17 Again,PG-13,Comedy,2009,"April 17, 2009 (United States)",6.4,187000.0,Burr Steers,Jason Filardi,Zac Efron,United States,20000000.0,136316880.0,New Line Cinema,102.0,April,1,True,4,1711,358,1859,2792,55,4,Winter,Medium,PG-13,116316880.0,5,5,5,5,5
Knowing,PG-13,Action,2009,"March 20, 2009 (United States)",6.2,225000.0,Alex Proyas,Ryne Douglas Pearson,Nicolas Cage,United States,50000000.0,183658498.0,Summit Entertainment,121.0,March,1,True,0,2145,71,3802,1996,55,3,Winter,Long,PG-13,133658498.0,5,5,5,5,5
Fired Up!,PG-13,Comedy,2009,"February 20, 2009 (United States)",6.1,43000.0,Will Gluck,Will Gluck,Eric Christian Olsen,United States,20000000.0,18599102.0,Screen Gems,90.0,February,0,False,4,2036,2879,4435,779,55,2,Winter,Medium,PG-13,-1400898.0,5,5,5,0,5
Dogtooth,Not Rated,Drama,2009,"November 11, 2009 (Greece)",7.2,87000.0,Yorgos Lanthimos,Efthymis Filippou,Christos Stergioglou,Greece,0.0,676126.0,Boo Productions,97.0,November,1,True,6,454,2925,1236,468,16,11,Winter,Medium,Unkown,676126.0,5,1,5,1,1
Angels & Demons,PG-13,Action,2009,"May 15, 2009 (United States)",6.7,280000.0,Ron Howard,David Koepp,Tom Hanks,United States,150000000.0,485930816.0,Columbia Pictures,138.0,May,1,True,0,730,2431,986,2638,55,5,Winter,Long,PG-13,335930816.0,5,5,5,5,5
The Road,R,Drama,2009,"November 25, 2009 (United States)",7.2,228000.0,John Hillcoat,Joe Penhall,Viggo Mortensen,United States,25000000.0,27639579.0,Dimension Films,111.0,November,0,False,6,857,1400,2055,2718,55,11,Winter,Medium,R,2639579.0,1,5,5,5,1
Whip It,PG-13,Drama,2009,"October 2, 2009 (United States)",6.9,65000.0,Drew Barrymore,Shauna Cross,Elliot Page,United States,15000000.0,16691303.0,Fox Searchlight Pictures,111.0,October,0,False,6,1112,764,3925,748,55,10,Winter,Medium,PG-13,1691303.0,1,5,5,5,5
The Secret in Their Eyes,R,Drama,2009,"May 21, 2010 (United States)",8.2,198000.0,Juan José Campanella,Eduardo Sacheri,Ricardo Darín,Argentina,2000000.0,35079650.0,Tornasol Films,129.0,May,1,True,6,2228,1523,1221,2199,0,5,Winter,Long,R,33079650.0,1,1,5,1,1
Pandorum,R,Action,2009,"September 25, 2009 (United States)",6.7,146000.0,Christian Alvart,Travis Milloy,Dennis Quaid,Germany,33000000.0,20648328.0,Constantin Film,108.0,September,0,False,0,749,457,4327,638,15,9,Winter,Medium,R,-12351672.0,0,5,5,5,0
Monsters vs. Aliens,PG,Animation,2009,"March 27, 2009 (United States)",6.4,151000.0,Rob Letterman,Maya Forbes,Reese Witherspoon,United States,175000000.0,381509870.0,DreamWorks Animation,94.0,March,1,True,2,886,2339,2884,2191,55,3,Winter,Medium,PG,206509870.0,5,5,5,5,5
Underworld: Rise of the Lycans,R,Action,2009,"January 23, 2009 (United States)",6.6,154000.0,Patrick Tatopoulos,Danny McBride,Rhona Mitra,United States,35000000.0,92158961.0,Screen Gems,92.0,January,1,True,0,2036,2120,900,2196,55,1,Winter,Medium,R,57158961.0,5,5,5,1,5
Couples Retreat,PG-13,Comedy,2009,"October 9, 2009 (United States)",5.5,104000.0,Peter Billingsley,Jon Favreau,Vince Vaughn,United States,70000000.0,171844840.0,Universal Pictures,113.0,October,1,True,4,2279,2172,2230,2721,55,10,Winter,Medium,PG-13,101844840.0,5,5,5,5,5
Ondine,PG-13,Drama,2009,"March 5, 2010 (Ireland)",6.8,20000.0,Neil Jordan,Neil Jordan,Colin Farrell,Ireland,12000000.0,1790061.0,Wayfare Entertainment,111.0,March,0,False,6,2327,2016,3130,488,23,3,Winter,Medium,PG-13,-10209939.0,5,0,5,5,1
Drag Me to Hell,PG-13,Horror,2009,"May 29, 2009 (United States)",6.5,192000.0,Sam Raimi,Sam Raimi,Alison Lohman,United States,30000000.0,90842646.0,Universal Pictures,99.0,May,1,True,10,2279,2479,3822,83,55,5,Winter,Medium,PG-13,60842646.0,5,5,5,5,5
The Last House on the Left,R,Horror,2009,"March 13, 2009 (United States)",6.5,88000.0,Dennis Iliadis,Adam Alleca,Garret Dillahunt,United States,15000000.0,45995223.0,Rogue Pictures,110.0,March,1,True,10,1980,702,24,865,55,3,Winter,Medium,R,30995223.0,1,5,5,1,1
The Girl with the Dragon Tattoo,R,Crime,2009,"April 30, 2010 (United States)",7.8,211000.0,Niels Arden Oplev,Nikolaj Arcel,Michael Nyqvist,Sweden,13000000.0,104414200.0,Yellow Bird,152.0,April,1,True,5,2363,2049,3184,1871,48,4,Winter,Long,R,91414200.0,5,5,5,5,5
The Stepfather,PG-13,Crime,2009,"October 16, 2009 (United States)",5.6,33000.0,Nelson McCormick,J.S. Cardone,Penn Badgley,United States,20000000.0,31198531.0,Screen Gems,101.0,October,0,False,5,2036,2020,1746,2104,55,10,Winter,Medium,PG-13,11198531.0,1,5,5,1,5
Where the Wild Things Are,PG,Adventure,2009,"October 16, 2009 (United States)",6.7,102000.0,Spike Jonze,Spike Jonze,Max Records,Germany,100000000.0,100140916.0,Warner Bros.,101.0,October,0,False,1,2318,2579,3976,1808,15,10,Winter,Medium,PG,140916.0,1,5,5,1,1
Sorority Row,R,Horror,2009,"September 11, 2009 (United States)",5.1,29000.0,Stewart Hendler,Josh Stolberg,Briana Evigan,United States,12500000.0,27206120.0,House Row Productions,101.0,September,1,True,10,1281,2661,2310,317,55,9,Winter,Medium,R,14706120.0,1,1,5,1,5
Gamer,R,Action,2009,"September 4, 2009 (United States)",5.8,131000.0,Mark Neveldine,Mark Neveldine,Gerard Butler,United States,50000000.0,40828540.0,Lionsgate,95.0,September,0,False,0,1519,1800,2781,896,55,9,Winter,Medium,R,-9171460.0,5,5,5,5,0
The Imaginarium of Doctor Parnassus,PG-13,Adventure,2009,"January 8, 2010 (United States)",6.8,146000.0,Terry Gilliam,Terry Gilliam,Christopher Plummer,United Kingdom,30000000.0,61808775.0,Infinity Features Entertainment,123.0,January,1,True,1,1336,2718,4166,464,54,1,Winter,Long,PG-13,31808775.0,5,1,5,1,1
Night at the Museum: Battle of the Smithsonian,PG,Adventure,2009,"May 22, 2009 (United States)",6.0,183000.0,Shawn Levy,Robert Ben Garant,Ben Stiller,United States,150000000.0,413106170.0,Twentieth Century Fox,105.0,May,1,True,1,2251,2548,3599,230,55,5,Winter,Medium,PG,263106170.0,5,5,5,5,5
Year One,PG-13,Comedy,2009,"June 19, 2009 (United States)",4.9,94000.0,Harold Ramis,Harold Ramis,Jack Black,United States,60000000.0,62357900.0,Columbia Pictures,97.0,June,0,False,4,730,1054,1603,1043,55,6,Winter,Medium,PG-13,2357900.0,5,5,5,5,1
Adventureland,R,Comedy,2009,"April 3, 2009 (United States)",6.8,155000.0,Greg Mottola,Greg Mottola,Jesse Eisenberg,United States,0.0,17164820.0,Miramax,107.0,April,1,True,4,1655,1006,1539,1216,55,4,Winter,Medium,R,17164820.0,5,5,5,5,1
Precious,R,Drama,2009,"November 20, 2009 (United States)",7.3,107000.0,Lee Daniels,Geoffrey Fletcher,Gabourey Sidibe,United States,10000000.0,63649529.0,Lionsgate,110.0,November,1,True,6,1519,1672,1454,854,55,11,Winter,Medium,R,53649529.0,5,5,5,5,5
The Time Traveler's Wife,PG-13,Drama,2009,"August 14, 2009 (United States)",7.1,144000.0,Robert Schwentke,Bruce Joel Rubin,Eric Bana,United States,39000000.0,101344412.0,New Line Cinema,107.0,August,1,True,6,1711,2390,557,777,55,8,Winter,Medium,PG-13,62344412.0,5,5,5,5,5
Cloudy with a Chance of Meatballs,PG,Animation,2009,"September 18, 2009 (United States)",6.9,212000.0,Phil Lord,Phil Lord,Anna Faris,United States,100000000.0,243006126.0,Columbia Pictures,90.0,September,1,True,2,730,2222,3407,141,55,9,Winter,Medium,PG,143006126.0,5,5,5,5,5
A Perfect Getaway,R,Drama,2009,"August 7, 2009 (United States)",6.5,69000.0,David Twohy,David Twohy,Milla Jovovich,United States,14000000.0,22955544.0,Rogue,98.0,August,0,False,6,1979,673,1039,1918,55,8,Winter,Medium,R,8955544.0,5,0,5,5,1
Invictus,PG-13,Biography,2009,"December 11, 2009 (United States)",7.3,153000.0,Clint Eastwood,Anthony Peckham,Morgan Freeman,United States,60000000.0,122426792.0,Warner Bros.,134.0,December,1,True,3,2318,507,286,1940,55,12,Winter,Long,PG-13,62426792.0,5,5,5,5,5
Mother,R,Crime,2009,"May 28, 2009 (South Korea)",7.8,56000.0,Bong Joon Ho,Bong Joon Ho,Hye-ja Kim,South Korea,5000000.0,17203507.0,CJ Entertainment,129.0,May,1,True,5,533,299,485,1016,45,5,Winter,Long,R,12203507.0,5,5,5,1,5
The Ugly Truth,R,Comedy,2009,"July 24, 2009 (United States)",6.4,209000.0,Robert Luketic,Nicole Eastman,Katherine Heigl,United States,38000000.0,321682600.0,Columbia Pictures,96.0,July,1,True,4,730,2382,3177,1442,55,7,Winter,Medium,R,283682600.0,5,5,5,5,5
The Invention of Lying,PG-13,Comedy,2009,"October 2, 2009 (United States)",6.4,133000.0,Ricky Gervais,Ricky Gervais,Ricky Gervais,United States,18500000.0,32406507.0,Warner Bros.,100.0,October,0,False,4,2318,2326,3574,2221,55,10,Winter,Medium,PG-13,13906507.0,1,5,5,5,1
The Fourth Kind,PG-13,Horror,2009,"November 6, 2009 (United States)",5.9,75000.0,Olatunde Osunsanmi,Olatunde Osunsanmi,Milla Jovovich,United States,10000000.0,47719794.0,Universal Pictures,98.0,November,1,True,10,2279,2073,3205,1918,55,11,Winter,Medium,PG-13,37719794.0,1,5,5,5,1
A Serious Man,R,Comedy,2009,"November 6, 2009 (United States)",7.1,137000.0,Ethan Coen,Joel Coen,Michael Stuhlbarg,United Kingdom,7000000.0,31430334.0,Focus Features,106.0,November,1,True,4,1089,825,2061,1888,54,11,Winter,Medium,R,24430334.0,5,5,5,1,5
Extract,R,Comedy,2009,"September 4, 2009 (United States)",6.1,46000.0,Mike Judge,Mike Judge,Jason Bateman,United States,8000000.0,10848783.0,Ternion Pictures,92.0,September,0,False,4,2171,1971,3042,1123,55,9,Winter,Medium,R,2848783.0,1,1,5,5,5
The Collector,R,Horror,2009,"July 31, 2009 (United States)",6.4,61000.0,Marcus Dunstan,Patrick Melton,Josh Stewart,United States,6000000.0,10234475.0,LD Entertainment,90.0,July,0,False,10,1449,1769,3272,1363,55,7,Winter,Medium,R,4234475.0,1,5,5,1,5
Ninja Assassin,R,Action,2009,"November 25, 2009 (United States)",6.3,70000.0,James McTeigue,Matthew Sand,Rain,Germany,40000000.0,61601280.0,Warner Bros.,99.0,November,0,False,0,2318,1180,2867,2163,15,11,Winter,Medium,R,21601280.0,5,5,5,1,1
The Men Who Stare at Goats,R,Comedy,2009,"November 6, 2009 (United States)",6.2,129000.0,Grant Heslov,Jon Ronson,Ewan McGregor,United States,25000000.0,69095771.0,BBC Films,94.0,November,1,True,4,305,1001,2235,803,55,11,Winter,Medium,R,44095771.0,1,5,5,5,1
Land of the Lost,PG-13,Action,2009,"June 5, 2009 (United States)",5.3,68000.0,Brad Silberling,Chris Henchy,Will Ferrell,United States,100000000.0,68777554.0,Universal Pictures,102.0,June,0,False,0,2279,306,699,2755,55,6,Winter,Medium,PG-13,-31222446.0,5,5,5,5,0
A Single Man,R,Drama,2009,"February 5, 2010 (United States)",7.5,108000.0,Tom Ford,Christopher Isherwood,Colin Firth,United States,7000000.0,24964890.0,Fade to Black Productions,99.0,February,1,True,6,1006,2776,739,489,55,2,Winter,Medium,R,17964890.0,1,1,5,5,1
Now & Later,Unrated,Drama,2009,"February 18, 2011 (United States)",5.1,1600.0,Philippe Diaz,Philippe Diaz,Keller Wortham,United States,0.0,1808.0,Cinema Libre Studio,99.0,February,1,True,6,676,2230,3422,1471,55,2,Winter,Medium,Unkown,1808.0,1,1,5,1,1
Pirate Radio,R,Comedy,2009,"November 13, 2009 (United States)",7.4,108000.0,Richard Curtis,Richard Curtis,Philip Seymour Hoffman,United Kingdom,50000000.0,36348784.0,Universal Pictures,117.0,November,0,False,4,2279,2292,3530,2135,54,11,Winter,Medium,R,-13651216.0,5,5,5,1,5
Dragonball Evolution,PG,Action,2009,"April 10, 2009 (United States)",2.5,71000.0,James Wong,Ben Ramsey,Justin Chatwin,United States,30000000.0,55720772.0,Twentieth Century Fox,85.0,April,0,False,0,2251,1192,393,1404,55,4,Winter,Short,PG,25720772.0,5,5,5,1,1
Spread,R,Comedy,2009,"July 8, 2009 (France)",5.8,39000.0,David Mackenzie,Jason Hall,Ashton Kutcher,United States,0.0,12035862.0,Barbarian Films,97.0,July,1,True,4,349,643,1862,187,55,7,Winter,Medium,R,12035862.0,1,1,5,5,5
Case 39,R,Horror,2009,"October 1, 2010 (United States)",6.2,81000.0,Christian Alvart,Ray Wright,Renée Zellweger,United States,26000000.0,28190603.0,Paramount Vantage,109.0,October,0,False,10,1812,457,3492,2195,55,10,Winter,Medium,R,2190603.0,0,5,5,5,1
The Taking of Pelham 123,R,Action,2009,"June 12, 2009 (United States)",6.4,189000.0,Tony Scott,Brian Helgeland,Denzel Washington,United States,100000000.0,150166126.0,Columbia Pictures,106.0,June,0,False,0,730,2820,529,639,55,6,Winter,Medium,R,50166126.0,5,5,5,5,5
It's Complicated,R,Comedy,2009,"December 25, 2009 (United States)",6.5,88000.0,Nancy Meyers,Nancy Meyers,Meryl Streep,United States,85000000.0,219103655.0,Universal Pictures,120.0,December,1,True,4,2279,2002,3106,1839,55,12,Winter,Long,R,134103655.0,5,5,5,5,5
Halloween II,R,Horror,2009,"August 28, 2009 (United States)",4.8,50000.0,Rob Zombie,Rob Zombie,Scout Taylor-Compton,United States,15000000.0,39421467.0,Dimension Films,105.0,August,1,True,10,857,2349,3590,2380,55,8,Winter,Medium,R,24421467.0,5,5,5,5,5
The Final Destination,R,Action,2009,"August 28, 2009 (United States)",5.2,99000.0,David R. Ellis,Eric Bress,Nick Zano,United States,40000000.0,186167139.0,New Line Cinema,82.0,August,1,True,0,1711,658,1285,1994,55,8,Winter,Short,R,146167139.0,5,5,5,5,5
Chloe,R,Drama,2009,"March 10, 2010 (France)",6.3,71000.0,Atom Egoyan,Erin Cressida Wilson,Julianne Moore,United States,14000000.0,13657649.0,StudioCanal,96.0,March,0,False,6,2140,197,1310,1390,55,3,Winter,Medium,R,-342351.0,0,5,5,5,5
Agora,R,Adventure,2009,"October 9, 2009 (Spain)",7.2,67000.0,Alejandro Amenábar,Alejandro Amenábar,Rachel Weisz,Spain,70000000.0,39457342.0,Mod Producciones,127.0,October,0,False,1,1658,60,102,2159,47,10,Winter,Long,R,-30542658.0,5,0,5,1,5
The Joneses,R,Comedy,2009,"April 23, 2010 (United States)",6.4,39000.0,Derrick Borte,Randy T. Dinzler,Demi Moore,United States,10000000.0,7043835.0,Echo Lake Entertainment,96.0,April,0,False,4,909,709,3483,628,55,4,Winter,Medium,R,-2956165.0,0,1,5,5,0
Daybreakers,R,Action,2009,"January 8, 2010 (United States)",6.4,124000.0,Michael Spierig,Michael Spierig,Ethan Hawke,Australia,20000000.0,51417188.0,Lionsgate,98.0,January,1,True,0,1519,1938,3008,793,2,1,Winter,Medium,R,31417188.0,5,5,5,5,1
An Education,PG-13,Drama,2009,"February 5, 2010 (United States)",7.3,131000.0,Lone Scherfig,Lynn Barber,Carey Mulligan,United Kingdom,7500000.0,26096852.0,BBC Films,100.0,February,1,True,6,305,1707,2678,351,54,2,Winter,Medium,PG-13,18596852.0,5,5,5,5,1
Crazy Heart,R,Drama,2009,"February 5, 2010 (United States)",7.2,86000.0,Scott Cooper,Scott Cooper,Jeff Bridges,United States,7000000.0,47405566.0,Fox Searchlight Pictures,112.0,February,1,True,6,1112,2503,3857,1161,55,2,Winter,Medium,R,40405566.0,5,5,5,5,1
Ice Age: Dawn of the Dinosaurs,PG,Animation,2009,"July 1, 2009 (United States)",6.9,230000.0,Carlos Saldanha,Michael Berg,Ray Romano,United States,90000000.0,886686817.0,Twentieth Century Fox Animation,94.0,July,1,True,2,2252,384,2913,2178,55,7,Winter,Medium,PG,796686817.0,5,5,5,5,5
Crank: High Voltage,R,Action,2009,"April 17, 2009 (United States)",6.2,143000.0,Mark Neveldine,Mark Neveldine,Jason Statham,United States,20000000.0,34572541.0,Lionsgate,96.0,April,0,False,0,1519,1800,2781,1144,55,4,Winter,Medium,R,14572541.0,5,5,5,5,0
The International,R,Action,2009,"February 13, 2009 (United States)",6.5,93000.0,Tom Tykwer,Eric Warren Singer,Clive Owen,United States,50000000.0,60253843.0,Columbia Pictures,118.0,February,0,False,0,730,2799,1302,484,55,2,Winter,Medium,R,10253843.0,5,5,5,5,5
The Uninvited,PG-13,Drama,2009,"January 30, 2009 (United States)",6.3,78000.0,Charles Guard,Craig Rosenberg,Emily Browning,United States,0.0,41633384.0,Dreamworks Pictures,87.0,January,1,True,6,888,412,812,760,55,1,Winter,Short,PG-13,41633384.0,1,5,5,1,5
My Bloody Valentine,R,Horror,2009,"January 16, 2009 (United States)",5.4,55000.0,Patrick Lussier,Todd Farmer,Jensen Ackles,United States,15000000.0,100734718.0,Lionsgate,101.0,January,1,True,10,1519,2117,4239,1196,55,1,Winter,Medium,R,85734718.0,5,5,5,5,5
Julie & Julia,PG-13,Biography,2009,"August 7, 2009 (United States)",7.0,111000.0,Nora Ephron,Nora Ephron,Amy Adams,United States,40000000.0,129540522.0,Columbia Pictures,123.0,August,1,True,3,730,2067,3196,100,55,8,Winter,Long,PG-13,89540522.0,5,5,5,5,5
Confessions of a Shopaholic,PG,Comedy,2009,"February 13, 2009 (United States)",5.9,76000.0,P.J. Hogan,Tracey Jackson,Isla Fisher,United States,0.0,108394089.0,Touchstone Pictures,104.0,February,1,True,4,2230,2090,4320,1038,55,2,Winter,Medium,PG,108394089.0,5,5,5,5,5
Race to Witch Mountain,PG,Action,2009,"March 13, 2009 (United States)",5.7,57000.0,Andy Fickman,Matt Lopez,Dwayne Johnson,United States,65000000.0,106387141.0,Walt Disney Pictures,98.0,March,0,False,0,2315,132,2850,697,55,3,Winter,Medium,PG,41387141.0,5,5,5,5,5
9,PG-13,Animation,2009,"September 9, 2009 (United States)",7.1,135000.0,Shane Acker,Pamela Pettler,Elijah Wood,United States,30000000.0,48428063.0,Focus Features,79.0,September,0,False,2,1089,2541,3239,730,55,9,Winter,Short,PG-13,18428063.0,1,5,5,5,1
The Young Victoria,PG,Biography,2009,"January 8, 2010 (United States)",7.3,59000.0,Jean-Marc Vallée,Julian Fellowes,Emily Blunt,United Kingdom,35000000.0,29196409.0,GK Films,105.0,January,0,False,3,1134,1238,2342,759,54,1,Winter,Medium,PG,-5803591.0,5,5,5,5,5
Splice,R,Drama,2009,"June 4, 2010 (United States)",5.7,95000.0,Vincenzo Natali,Vincenzo Natali,Adrien Brody,Canada,30000000.0,27127620.0,Canal+,104.0,June,0,False,6,558,2853,4375,23,6,6,Winter,Medium,R,-2872380.0,0,5,5,5,0
A Prophet,R,Crime,2009,"March 26, 2010 (United States)",7.9,95000.0,Jacques Audiard,Thomas Bidegain,Tahar Rahim,France,13000000.0,17874044.0,Why Not Productions,155.0,March,0,False,5,2337,1138,4185,2544,14,3,Winter,Long,R,4874044.0,1,1,5,1,1
My Sister's Keeper,PG-13,Drama,2009,"June 26, 2009 (United States)",7.4,91000.0,Nick Cassavetes,Jeremy Leven,Cameron Diaz,United States,30000000.0,95714875.0,Curmudgeon Films,109.0,June,1,True,6,786,2032,1967,348,55,6,Winter,Medium,PG-13,65714875.0,5,5,5,5,5
Bride Wars,PG,Comedy,2009,"January 9, 2009 (United States)",5.5,102000.0,Gary Winick,Greg DePaul,Kate Hudson,United States,30000000.0,115375850.0,Fox 2000 Pictures,89.0,January,1,True,4,1108,935,1532,1435,55,1,Winter,Short,PG,85375850.0,5,5,5,5,5
Surrogates,PG-13,Action,2009,"September 25, 2009 (United States)",6.3,171000.0,Jonathan Mostow,Michael Ferris,Bruce Willis,United States,80000000.0,122444772.0,Touchstone Pictures,89.0,September,0,False,0,2230,1482,2942,333,55,9,Winter,Short,PG-13,42444772.0,5,5,5,5,1
Valhalla Rising,Not Rated,Action,2009,"March 31, 2010 (Denmark)",6.1,57000.0,Nicolas Winding Refn,Nicolas Winding Refn,Mads Mikkelsen,Denmark,0.0,282737.0,BBC Films,93.0,March,1,True,0,305,2044,3174,1702,11,3,Winter,Medium,Unkown,282737.0,5,5,5,1,1
